text,language,n_words
"Algunas son simples gestos políticos baratos y mi grupo los ha condenado.
",es,12
"V dnešní rozpravě se o ní také velmi hovořilo.
",cs,9
"Hemos hablado de la Política Agrícola Común.
",es,7
"Det vigtigste i øjeblikket er, at EU finder en løsning, så indrejsevisumordningen liberaliseres.
",da,13
"Hubiéramos esperado que esta empresa multinacional mostrara un comportamiento adecuado, pero no fue el caso.
",es,15
"La mia relazione attribuisce un'importanza particolare all'obbligo di creare dei registri.
",it,13
"Irei alternando os diferentes grupos políticos dos oradores.
",pt,8
"Deshalb lassen Sie bitte die Zahlungen unverzüglich erfolgen.
",de,8
"To je velika razlika, kajti priporočila se lahko spreminjajo, predlogi Komisije pa ne.
",sl,13
"Ni bör få detta dokument i april.
",sv,7
"Debe conservarse la Unión Nórdica de Pasaportes.
",es,7
"Fred är oupplösligt förbunden med rättvisa och däri ligger problemet.
",sv,10
"Arvoisa puhemies, olisin ollut hyvin iloinen, jos tämä keskustelu olisi voitu käydä tänään aikaisemmin.
",fi,14
"Infelizmente, a grande maioria dos cidadãos europeus não conhece o genocídio dos romanichéis.
",pt,13
"Σας ευχαριστούμε πολύ.
",el,3
"Institutionerna har visat att de kan hantera utmaningar.
",sv,8
"Star romunski pregovor pravi ""lahko bežiš, a skriti se ne moreš"".
",sl,11
"Ich möchte auf Ziffer 10 des Berichts verweisen.
",de,7
"Musimy znaleźć sposób ochrony naszych obywateli i udaremniania aktów terroru, których ofiarą padają.
",pl,13
"Olen yrittänyt kovasti sovittaa yhteen eri osapuolten näkemyksiä, koska asia on poliittisesti arkaluonteinen.
",fi,13
"Dochází nyní k exportu fašismu na území Slovenska.
",cs,8
"Come sapete, la Corte attribuisce grande importanza alla politica ambientale.
",it,10
"El cambio climático representa uno de los mayores desafíos del siglo.
",es,11
"Dobbiamo accettare le difficoltà che stiamo affrontando; le prove scientifiche sono ormai schiaccianti.
",it,13
"Hier liegt der eigentliche wunde Punkt.
",de,6
"Parlamentin kokoonpano: ks. pöytäkirja
",fi,4
"Ma che cosa è successo?
",it,5
"Dzisiejsza debata jest tego doskonałym przykładem.
",pl,6
"Jos nämä kaksi uutta jäsenvaltiota liittyvät ensi vuoden alussa, kuten toivon, niihin kohdistuu joitakin rajoituksia.
",fi,15
"Dovremmo naturalmente richiedere democrazia e stato di diritto, senza però fissare dei parametri ingiusti.
",it,14
"A tento pseudodemokratický paskvil má být podstrčen britskému lidu!
",cs,9
"Med tanke på att vi har 27 EU-medlemsstater, inklusive 16 euromedlemmar, har institutionernas arbete varit imponerande.
",sv,15
"Korzystnym aspektem jest to, że wiosną 2011 roku Komisja przedstawi również wniosek dotyczący zagadnienia środków własnych.
",pl,15
"Tavoitetta 3 on uudessa koheesiopolitiikassa vahvistettava makroalueita koskevan sysäyksen avulla, kuten Sanchez-Schmidin mietinnössä vaaditaan.
",fi,14
"También deberíamos contribuir a resolver el problema de la liquidación de cuentas.
",es,12
"Istnieje wiele możliwości.
",pl,3
"Il tempo sta scadendo.
",it,4
"Záměrem této zprávy není pouze podnítit větší zapojení EU v Iráku.
",cs,11
"Ich halte dies für ein Grundprinzip und möchte hier eine persönliche Bemerkung einfügen.
",de,13
"Proto jsem jakožto předseda výboru v souladu s jednacím řádem převzal jeho úkol.
",cs,13
"písemně. - (NL) Tato obsáhlá zpráva zcela správně hájí posilování vztahů mezi Evropou a Spojenými státy.
",cs,15
"Rotterdamská úmluva se zavádí nařízením (ES) č. 304/2003 o vývozu a dovozu nebezpečných chemických látek.
",cs,14
"Nie takiej pomocy Europejczycy potrzebują, ale realnej pracy, za którą otrzymają godne wynagrodzenie.
",pl,13
"Erityisesti tunneleiden turvallisuuden osalta haluaisin muistuttaa muistakin ehdotuksista, joita ei ole vielä hyväksytty.
",fi,13
"Discutimos também longamente a actual situação nos diferentes Estados-Membros.
",pt,10
"Naš sistem je usmerjen sam vase, brezploden in očitno dediščina prejšnjih časov.
",sl,12
"Depuis 1989 et 1990, nous nous trouvons dans une phase de changement fondamental dans nos relations.
",fr,14
"Nos entreprises de transformation sont menacées.
",fr,6
"Toute modification aurait été un pas en arrière.
",fr,8
"Λυπάμαι πολύ, που εσείς θέλετε να καταψηφίσετε την κύρωση.
",el,9
"Hinfällige schriftliche Erklärungen: siehe Protokoll
",de,5
"Condivido però anche le altre critiche avanzate.
",it,7
"Jag förklarar debatten för avslutad.
",sv,5
"De kan ikke slippe for at skulle tage nogle tilbundsgående økonomiske initiativer på dette område.
",da,15
"Ci sono pervenuti , lettere e appelli che ci chiedono questo.
",it,10
"V Evropski uniji obstaja velika potreba po informacijah o tej direktivi.
",sl,11
"Restrykcje muszą być zniesione już teraz.
",pl,6
"Daher ist es notwendig, daß man das umfassend regelt.
",de,9
"(Glasovanje je bilo za nekaj minut prekinjeno zaradi popravila zaslona, ki prikazuje izid glasovanja.)
",sl,14
"Sprostowanie przyjętego dokumentu: Patrz protokół
",pl,5
"Evropská unie by měla usilovat o předejití stupňování současné krize.
",cs,10
"(PT) V Evropské unie zůstávají problémem regionální rozdíly.
",cs,8
"Gescheitert sind wir - leider auch bei dieser Europa-Konferenz - bei der Teilnahme der Türkei.
",de,14
"- Geringer de Oedenbergin mietintö
",fi,4
"Es ist nicht an uns, ein bestimmtes Geschäftsmodell durchzusetzen.
",de,9
"La situazione non è soddisfacente, in particolare sul versante delle iniziative comunitarie.
",it,12
"kirjallinen. - (EN) Olen tyytyväinen, että parlamentti äänesti tämän mietinnön puolesta.
",fi,10
"E' necessaria una politica comune europea su tali questioni, come ha accennato Sir Leon Brittan.
",it,15
"Wo sollten denn dann diese drastischen Kürzungen vorgenommen werden?
",de,9
"Capisco che vi sia un vero e proprio appetito per un dibattito onesto.
",it,13
"Państwa członkowskie muszą również opracować pod nadzorem Komisji mapy zagrożeń dla wszystkich obszarów.
",pl,13
"Le soutien régional a une assez longue histoire en Europe.
",fr,10
"Por el contrario, este etiquetado es tan importante como la aplicación de garantías sanitarias.
",es,14
"Il mercato unico è quindi frammentato.
",it,6
"Anden betænkning (A4-0244/99) af Arias Cañete for Fiskeriudvalget om forslag til
",da,10
"Jednakże przy tej okazji musimy słuchać obywateli Irlandii; musimy słuchać ludzi.
",pl,11
"Sont également en jeu la crédibilité et la valeur du modèle européen de civilisation.
",fr,14
"Ce rapport, par ailleurs excellent, nécessite quelques petites améliorations stylistiques.
",fr,10
"Si de verdad se logra poner esto en marcha, sería un gran paso adelante.
",es,14
"(Zasedání bylo zahájeno v 9:00)
",cs,4
"Serán totalmente públicos.
",es,3
"Hr. formand, jeg vil forsøge at efterkomme denne anmodning.
",da,9
"Der finder en hastig teknologisk ændring sted.
",da,7
"(Mówca przeszedł na język walijski)
",pl,5
"É esta a tarefa de monta que temos de enfrentar agora em conjunto.
",pt,13
"Dans une telle situation, les gouvernements prônant encore une augmentation de la production sont irresponsables.
",fr,15
"Det är självklart att en omvald kommissionsordförande kommer att ha ett ökat inflytande.
",sv,13
"Z hlediska klimatu nezáleží na tom, zda budeme používat tuzemské nebo zahraniční suroviny.
",cs,13
"Der Vertrag kommt den konkreten Interessen und Wünschen der Bürger deutlich entgegen.
",de,12
"C'est particulièrement grave dans les nouveaux États membres.
",fr,9
"Das wird auch in diesem Bericht deutlich.
",de,7
"Denna situation visar den verkliga naturen hos en globalisering av amerikanskt snitt.
",sv,12
"Der zweite Punkt ist die Haftung.
",de,6
"To jest okrucieństwo wobec zwierząt, a my się jemu sprzeciwiamy.
",pl,10
"Zatwierdzenie protokołu z poprzedniego posiedzenia: patrz protokół
",pl,7
"Luvan myöntämiselle on laadittu erityisehdot.
",fi,5
"V redkih evropskih državah je lobiranje urejeno.
",sl,7
"Αναφέρομαι σε μερικές από αυτές ενδεικτικά.
",el,6
"Jak správně řekl pan Tannock, neměli bychom Tádžikistán odsouvat na okraj.
",cs,11
"Začleňování je aktuální téma v nejrůznějších souvislostech.
",cs,7
"Evropska komisija je pripravila predlog.
",sl,5
"Właśnie o tym dyskutowaliśmy dziś podczas posiedzenia, o którym wspomniałem podczas pierwszego wystąpienia.
",pl,13
"Ευρωπαϊκή Αρχή Τραπεζών (
",el,3
"Vi har også brug for en passende repræsentation af begge køn.
",da,11
"Il est en réalité financé par l’Union européenne.
",fr,9
"Sono interventi di base, ma necessari.
",it,6
"Länsi-Euroopan unioni on sotilaallinen liittouma, joka on sitoutunut ydinvoimalla pelotteluun.
",fi,11
"Quanto ao Conselho, devo dizer que a sua atitude neste processo tem sido deplorável.
",pt,14
"Afstemningen vil finde sted, når forhandlingerne er afsluttet.
",da,8
"(FR) Κύριε Πρόεδρε, η ερώτησή μου είναι πολύ απλή.
",el,9
"Frauen haben in diesem Jahrhundert einen langen Weg zurückgelegt.
",de,9
"Aguardamos ainda a chegada dessa informação.
",pt,6
"Proszę spodziewać się ze strony Stanów Zjednoczonych protekcjonizmu na olbrzymią skalę.
",pl,11
"Vi kæmpede alle hårdt for at få Lissabontraktaten ratificeret.
",da,9
"Musíme - a patrně také baronka Ashtonová - promyslet, co můžeme proti těmto rizikům udělat.
",cs,13
"Hyvä jäsen Tannock: haasteita vastaava vakuuttava johtajuus.
",fi,7
"Υπερψήφισα την προηγούμενη αναμόρφωση του τελωνειακού κώδικα, με επιφύλαξη φυσικά.
",el,10
"Δυστυχώς, ορισμένα κράτη δεν καθοδηγούνται από αυτήν τη στάση.
",el,9
"Ni mogoče zanikati turške zgodovinske povezanosti z Evropo.
",sl,8
"Comme je l'ai dit, c'est un sujet vraiment difficile, délicat et important.
",fr,14
"Pire encore, 28 nains européens étaient assis à la table: 27 États membres et une Commission impuissante.
",fr,15
"Ainsi, les aéroports régionaux sont d'une grande importance au sein de l'Union.
",fr,14
"To je treba gospodu Karzaiju povedati jasno in glasno!
",sl,9
"Også gennem interinstitutionelt samarbejde kan der spares meget.
",da,8
"Vi foreslår, at de industrialiserede lande reducerer emissionen af drivhusgasser med 15 % i 2010 i forhold til 1990.
",da,15
"C’est un montant dérisoire!
",fr,5
"Namen te spremembe je precej preprost.
",sl,6
"Vi stiller også krav om et europæisk charter om brugerrettigheder.
",da,10
"Odkryliśmy, że czeska prasa zrelacjonowała przebieg posiedzenia, który prezydent Klaus upublicznił bez naszej wiedzy.
",pl,14
"Es gibt wohl gemeinsame Interessenfelder, aber die Zuteilung kann nicht für jedes Land gleich sein.
",de,15
"Wir sind gespannt, ob sie das Sündenregister aufschlägt.
",de,8
"Der kan ikke være nogen tvivl om samhørighedspolitikkens betydning og succes.
",da,11
"Disse mennesker kan ikke drage fordel af alle de muligheder, det moderne samfund kan tilbyde.
",da,15
"Tu je tudi vprašanje nadomestil.
",sl,5
"Passo agora ao tema da energia.
",pt,6
"Ich finde das geschmacklos - das hat nichts mit PNR zu tun.
",de,11
"E' anche e prima di tutto una responsabilità di chi è al volante.
",it,13
"Mais la population chinoise a peur.
",fr,6
"É inaceitável.
",pt,2
"E' necessario dimostrare anche il beneficio ambientale.
",it,7
"Es una contribución muy importante a este debate.
",es,8
"Convengo inoltre con quanto ha affermato lei.
",it,7
"Dies wird an dem Übereinkommen mit Russland zu den Überflugrechten in Sibirien deutlich.
",de,13
"(Parlament návrh přijal)
",cs,3
"Tässä yhteydessä toivon myös komissiolle voimaa tämän asian ajamiseen.
",fi,9
"In secondo luogo, le differenze aumenteranno anche di portata.
",it,9
"Senhor Presidente, gostaria de começar com uma declaração pouco usual.
",pt,10
"Toda poenostavitev je trajen proces; delo se bo leta 2010 nadaljevalo.
",sl,10
"Επιτρέψτε μου να αναφέρω μερικά παραδείγματα.
",el,6
"Komise sjednává a podepisuje dohody.
",cs,5
"El objetivo del informe es reforzar la industria cinematográfica europea, lo cual, evidentemente, consideramos central.
",es,15
"Det er naturligvis indlysende.
",da,4
"Η Ομάδα των Φιλελευθέρων στήριξε αυτή την πρόταση.
",el,8
"La votazione si svolgerà domani, alle 12.00.
",it,6
"J'espère que ce n'est pas le cas.
",fr,9
"Nadešel čas pro to, aby se rozhodnutí o utrácení peněz z pokladen EU přijímala společně.
",cs,15
"Ich habe dies bereits ausdrücklich erwähnt.
",de,6
"V posledním desetiletí došlo v EU k poklesu výroby rostlinných bílkovin.
",cs,11
"Όπως έχει συχνά ειπωθεί στο παρελθόν, η επισιτιστική ασφάλεια πρέπει να αποτελέσει ανθρώπινο δικαίωμα.
",el,14
"Die Verordnungen sorgen nun für eine klarere Verantwortungsteilung zwischen der Kommission und den Mitgliedstaaten.
",de,14
"Altrimenti, dovremo vergognarci di guardare in faccia la prossima generazione.
",it,10
"Quelle est la fonction d' une Constitution pour une communauté politique ?
",fr,11
"Bedauerlicherweise wird der breitere regionale Kontext in dem Abkommen nicht erwähnt.
",de,11
"Hvis ændringsforslag 3 stillet af PPE-DE-Gruppen forkastes, vil det mundtlige ændringsforslag blive inkluderet.
",da,14
"Siempre hay algunos retos y tareas que son más importantes que otros.
",es,12
"Herr talman!
",sv,2
"Detta skulle även skapa förutsättningar för att beakta den nya lagstiftningsram (NLR) som antogs 2008.
",sv,14
"Annuncio l'interrogazione n. 43 dell'onorevole Per Stenmarck (H-0748/96)
",it,9
"Por supuesto, debemos tener en cuenta la propiedad intelectual.
",es,9
"(Il Parlamento approva la proposta)
",it,5
"Složení Parlamentu: viz zápis
",cs,4
"Ma purtroppo si chiude la stalla quando i buoi sono già scappati.
",it,12
"De facto, não basta controlar.
",pt,5
"Je les en remercie.
",fr,4
"Pero, no compartimos los temores ni las exigencias que el ponente presenta en las enmiendas.
",es,15
"Lucemburk podpořil krádež novinářova majetku.
",cs,5
"Wiele się nauczyłam!
",pl,3
"Prav ima.
",sl,2
"- (PL) Arvoisa puhemies, haluan kiinnittää huomion kolmeen asiaan tässä keskustelussa.
",fi,10
"Ať je toto předsednictví předsednictvím spolupráce, vzájemné úcty, ohledů na druhé a vzájemného porozumění.
",cs,14
"Viraston on toteuttava toimia suositusten täytäntöönpanemiseksi.
",fi,6
"Pan Schulz dnes ráno předložil této sněmovně návrh.
",cs,8
"Konsumenternas förtroende är bra för företagen och skulle bidra till att stärka vår konkurrenskraft.
",sv,14
